"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1170057421894631424","x1196815340795092993",2019-11-19 15:39:47,"thefarwrong","This Pod Save America neoliberal praises Trump's murderous blockade of Venezuela for ""cutting off their ability to have an economy"" &amp; calls Trump appointing far-right coup puppet Guaidó an ""impressive diplomatic play""

Warren agrees

Bipartisan imperialism
https://t.co/KDQZXF5rKB","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x852269288","BenjaminNorton","en",,,,,,,,,,,,,,,,"x1196564196923760641","This Pod Save America neoliberal praises Trump's murderous blockade of Venezuela for ""cutting off their ability to have an economy"" &amp; calls Trump appointing far-right coup puppet Guaidó an ""impressive diplomatic play""

Warren agrees

Bipartisan imperialism
https://t.co/KDQZXF5rKB",2019-11-18 23:01:50,"Twitter for Android",2126,868,"x852269288","BenjaminNorton","Ben Norton",96637,477,73030,,"Journalist, writer, filmmaker || Assistant editor of @GrayzoneProject (https://thegrayzone.com/author/ben-norton) || Producer/co-host of @Moderate_Rebels",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/thefarwrong/status/1196815340795092993","Martin Joseph Hegarty","Huntington Beach Ca","Berner. I reside on the left. Had it with the center. Secular. 💩poster. Pro-Abortion, Anti-Evangelical, Anti-Imperialist #NoMiddleGround 🔥🔥🔥🔥",,FALSE,278,891,1,6110,5550,2019-09-06 19:33:39,FALSE,,,,"https://pbs.twimg.com/profile_banners/1170057421894631424/1567874084","","http://pbs.twimg.com/profile_images/1170373985693044736/gw4vWn6d_normal.jpg"
"x1080299586625900545","x1196815341038505985",2019-11-19 15:39:47,"VOTEMAGA2020","Vindman confirms the July 25 call transcript being put into a locked, separate and secure system was not because the President or his staff was trying to cover up the call, but instead to prevent leaks 

https://t.co/Ns1fQWw4C3","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x48459553","KatiePavlich","en",,,,,,,,,,,,,,,,"x1196810201996894209","Vindman confirms the July 25 call transcript being put into a locked, separate and secure system was not because the President or his staff was trying to cover up the call, but instead to prevent leaks 

https://t.co/Ns1fQWw4C3",2019-11-19 15:19:22,"Twitter Web App",1108,418,"x48459553","KatiePavlich","Katie Pavlich",677829,1694,46938,"On Instagram/Off Twitter wknds","Townhall Editor. @FoxNews contributor. FDD NSFP. Columnist for The Hill. NYT best selling author. Gunsite grad. Boot addict. Born free. 🇺🇸",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/VOTEMAGA2020/status/1196815341038505985","Readyfor",,"I wish to engage in dialogue from alternate views.  I am conservative, but I will block hateful personal attacks directed at me.",,FALSE,3268,4209,6,72300,122766,2019-01-02 03:07:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/1080299586625900545/1569461412","","http://pbs.twimg.com/profile_images/1171967376377733122/rllfIUOT_normal.jpg"
"x1185628119090249729","x1196815341197963265",2019-11-19 15:39:47,"RmPilgreen","I was there.  This is a complete and utter lie.  Quite the opposite -- we left them briefing books to try to help with the transition as much as possible. https://t.co/WxMNIiwBuV","Twitter Web App",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x843544559808380928","Dan_F_Jacobson","en","x1196786685150978050","WH Press Sec Stephanie Grisham claims Obama aides left 'you will fail"" notes in offices for Trump aides: “We came into the WH, I’ll tell you something. Every office was filled with Obama books and we had notes left behind that said ‘you will fail,’ ‘you aren’t going to make it,’”",2019-11-19 13:45:55,"TweetDeck",1932,843,"x126722715","abbydphillip","Abby D. Phillip",216041,3194,19365,"Washington, DC","@CNN Political Correspondent, former @washingtonpost @abcnews @politico. Relapsing road warrior. Tips, kind notes: Abby.Phillip@cnn.com",TRUE,"x1196808823132053505","I was there.  This is a complete and utter lie.  Quite the opposite -- we left them briefing books to try to help with the transition as much as possible. https://t.co/WxMNIiwBuV",2019-11-19 15:13:53,"Twitter Web App",1652,599,"x843544559808380928","Dan_F_Jacobson","Daniel Jacobson",13370,253,1305,,"Former Obama WH lawyer.  Still suffering Mets fan.  Views in tweets are my own.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/RmPilgreen/status/1196815341197963265","RMPilgreen","Shreveport, LA ","Interior Designer, 👨🏻‍🎨🧳🎧🎭🎨✈️Travel, art, theater.🏳️‍🌈🏳️‍🌈",,FALSE,84,589,0,433,2325,2019-10-19 18:45:59,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1185628326892916737/fQAPRqBE_normal.jpg"
"x828238159192457216","x1196815341470568448",2019-11-19 15:39:47,"antiableismbot","@Tamarasalem5 Using ""sociopath"" to describe Trump associates bigotry with mental illness, it's best if you don't do it.","Anti-Ableism Bot",105,"x1196814448100438017","x1180463521382850560","Tamarasalem5",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1180463521382850560","Tamarasalem5","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/antiableismbot/status/1196815341470568448","Anti-Ableism Bot",,"i'm the anti-ableism bot! calling donald trump words like ""psychopath,"" ""sociopath,"" or ""narcissist"" refer to mental illnesses and are ableist!",,FALSE,1,1,0,930,0,2017-02-05 13:45:39,FALSE,,,,,"","http://pbs.twimg.com/profile_images/828239006747992065/SRROD8tq_normal.jpg"
"x828238159192457216","x1196815363452870656",2019-11-19 15:39:53,"antiableismbot","@MindyEMoak Using ""sociopath"" to describe Trump associates bigotry with mental illness, it's best if you don't do it.","Anti-Ableism Bot",,,"x1107882996","MindyEMoak",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1107882996","MindyEMoak","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/antiableismbot/status/1196815363452870656","Anti-Ableism Bot",,"i'm the anti-ableism bot! calling donald trump words like ""psychopath,"" ""sociopath,"" or ""narcissist"" refer to mental illnesses and are ableist!",,FALSE,1,1,0,930,0,2017-02-05 13:45:39,FALSE,,,,,"","http://pbs.twimg.com/profile_images/828239006747992065/SRROD8tq_normal.jpg"
"x33050532","x1196815341470375936",2019-11-19 15:39:47,"HASJI","Vindman Is Running Rogue Coup Against President Trump.

~Why has there been ZERO push-back from the ranks of military leadership?
~Why was Vindman allowed to return to his post inside the WH?

The sketchy details are coming into focus .. something stinks! https://t.co/9KJcw7uh7f","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x895286614431346688","Lowcountry1Girl","en",,,,,,,,,,,,,,,,"x1196784374269849601","Vindman Is Running Rogue Coup Against President Trump.

~Why has there been ZERO push-back from the ranks of military leadership?
~Why was Vindman allowed to return to his post inside the WH?

The sketchy details are coming into focus .. something stinks! https://t.co/9KJcw7uh7f",2019-11-19 13:36:44,"Twitter for iPhone",59,67,"x895286614431346688","Lowcountry1Girl","Diane MAGA ⭐️⭐️⭐️",57882,30638,197118,"South Carolina ","Trump 2020 No one Else Will Do! Christian Patriot; Married 2 retired Naval Aviator @admphil; Support Military/LEOs, 2A, Lists=Block; Same handle on Parler!",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HASJI/status/1196815341470375936","upauctions","SACRAMENTO, CALIFRONIA, USA","Exclusive online seller- person to person.","http://hasji.com",FALSE,1544,2182,24,50519,7,2009-04-18 23:29:28,FALSE,,,,"https://pbs.twimg.com/profile_banners/33050532/1356359178","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/2985367975/0c2a47eede8e7694398d608ccef46650_normal.jpeg"
"x816716065371623424","x1196815341759782912",2019-11-19 15:39:47,"DisciplePaulr","Dear libs,

Do you think Trump sacrificed his billionaire lifestyle just so he could put his life in danger, be constantly slandered, &amp; have idiots compare him to Adolph Hitler?

No.

He did it because he loves this country, knew it was in trouble, &amp; wanted to save it. Thank God!","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x817661098988019712","Education4Libs","en",,,,,,,,,,,,,,,,"x1196699370512625665","Dear libs,

Do you think Trump sacrificed his billionaire lifestyle just so he could put his life in danger, be constantly slandered, &amp; have idiots compare him to Adolph Hitler?

No.

He did it because he loves this country, knew it was in trouble, &amp; wanted to save it. Thank God!",2019-11-19 07:58:58,"Twitter for iPhone",14012,5292,"x817661098988019712","Education4Libs","Educating Liberals",422238,285075,8908,"Minnesota, USA","Digital soldier. Shadowbanned by Twitter. #WWG1WGA 🇺🇸 KAG products 👇🏻",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DisciplePaulr/status/1196815341759782912","Paul R. Robinson 🌟🌟🌟","Santa Cruz, California ","Follower of Jesus Christ..
I trust the plan..... Gods Plan
#JesusCrucified
@realdonaldtrump
#WWG1WGA #MAGA",,FALSE,4194,4999,6,47063,144370,2017-01-04 18:40:58,FALSE,,,,"https://pbs.twimg.com/profile_banners/816716065371623424/1540630024","","http://pbs.twimg.com/profile_images/826625882584293377/8oamqdAy_normal.jpg"
"x150147230","x1196815341696897026",2019-11-19 15:39:47,"yucasla","A #tacoworthy explanation. Clear!","Twitter for Android",,,,,TRUE,FALSE,0,0,0,0,"tacoworthy",,,,,,,,,,,,,,,"en","x1196797295234289664","Trump keeps pointing to the stock market, which is at record highs, as evidence of a great economy. But remember, the Trump Tax cuts were used PRIMARILY by corporations to  BUY BACK SHARES, not reinvest in the economy. That drives up stock prices--and the rich win again. Clear?",2019-11-19 14:28:05,"Twitter Web App",3102,943,"x237845487","GeorgeTakei","George Takei",2953084,800,48593,"Broadway - New York, NY","Sulu from Star Trek. King of the Internet (according to Taco Bell). NYT Bestselling Author. Resistance Fighter. Husband. Text me at (310) 299-9390 — really!",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/yucasla/status/1196815341696897026","Yuca's Restaurants","Los Feliz, California","Yuca's #tacoboutgood tradition","http://yucasla.com",FALSE,1221,1751,30,8075,37708,2010-05-31 06:01:56,FALSE,,,,"https://pbs.twimg.com/profile_banners/150147230/1538321687","http://abs.twimg.com/images/themes/theme19/bg.gif","http://pbs.twimg.com/profile_images/1046419856407429120/PNHZjYOn_normal.jpg"
"x1172981351928274945","x1196815341940355073",2019-11-19 15:39:47,"WoodyWhite11","It seems hard to question LTC Vindman’s long commitment to service or that he felt real concerns about President Trump’s potential abuse of power for political gains, which he reported though his chain of command.  He’s not a whistleblower.  Not hearsay.  He heard the call.","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x47438401","RichardEngel","en",,,,,,,,,,,,,,,,"x1196802775281291264","It seems hard to question LTC Vindman’s long commitment to service or that he felt real concerns about President Trump’s potential abuse of power for political gains, which he reported though his chain of command.  He’s not a whistleblower.  Not hearsay.  He heard the call.",2019-11-19 14:49:51,"Twitter Web App",1624,483,"x47438401","RichardEngel","Richard Engel",376277,612,8277,,"@NBCNews Chief Foreign Correspondent",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WoodyWhite11/status/1196815341940355073","wrw","Texas, USA","Husband, Father, Texan, Patriot.",,FALSE,33,181,0,4189,8251,2019-09-14 21:12:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/1172981351928274945/1569109539","","http://pbs.twimg.com/profile_images/1188240313762177026/k9whvZNg_normal.jpg"
"x821768503","x1196815341969723399",2019-11-19 15:39:47,"golfexcess","TRUMP: ""She thinks I’m going to win and doesn’t want to take a chance on letting the voters decide..."" https://t.co/ULYUmWG2G5","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x41634520","seanhannity","en",,,,,,,,,,,,,,,,"x1196806286161186816","TRUMP: ""She thinks I’m going to win and doesn’t want to take a chance on letting the voters decide..."" https://t.co/ULYUmWG2G5",2019-11-19 15:03:48,"Twitter Web App",1970,660,"x41634520","seanhannity","Sean Hannity",4354550,5,1523,"NYC","TV Host Fox News Channel 9 PM EST. Nationally Syndicated Radio Host 3-6 PM EST. http://Hannity.com Retweets, Follows NOT endorsements! Due to hackings, no DM’s!",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/golfexcess/status/1196815341969723399","Golfexcess 2020💫",,"fired up💥4 taking our country BACK! time to get down to biz now.we have a fight ahead but we r up to it. God bless America",,FALSE,404,1025,9,6250,12869,2012-09-13 16:08:13,FALSE,,,,"https://pbs.twimg.com/profile_banners/821768503/1459341475","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/692811322300432387/qZ5B3Dhw_normal.jpg"
"x49149559","x1196815342053601280",2019-11-19 15:39:47,"Pjhendrick43","@realDonaldTrump Did you also discuss witness intimidation by you,  your staff,  and your supporters, as well as the corruption from Donald Trump himself as well as his own administration?","Twitter for iPhone",123,"x1196458467982270464","x25073877","realDonaldTrump",FALSE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/vWksE16OGs","https://twitter.com/i/web/status/1196815342053601280",,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Pjhendrick43/status/1196815342053601280","Peter Hendrickson","North Grafton, MA",,,FALSE,13,95,0,181,525,2009-06-20 22:56:02,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/440701609635762176/rXN3L0iy_normal.jpeg"
"x1146302200035123201","x1196815342061752320",2019-11-19 15:39:47,"truePatriot1702","Nancy Pelosi just stated that “it is dangerous to let the voters decide Trump’s fate.” @FoxNews  In other words, she thinks I’m going to win and doesn’t want to take a chance on letting the voters decide. Like Al Green, she wants to change our voting system. Wow, she’s CRAZY!","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x25073877 x1367531","realDonaldTrump FoxNews","en",,,,,,,,,,,,,,,,"x1196658170984357888","Nancy Pelosi just stated that “it is dangerous to let the voters decide Trump’s fate.” @FoxNews  In other words, she thinks I’m going to win and doesn’t want to take a chance on letting the voters decide. Like Al Green, she wants to change our voting system. Wow, she’s CRAZY!",2019-11-19 05:15:15,"Twitter for iPhone",96005,29399,"x25073877","realDonaldTrump","Donald J. Trump",66868091,47,46251,"Washington, DC","45th President of the United States of America🇺🇸",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/truePatriot1702/status/1196815342061752320","Lee G","Idaho, USA","Retired Army after 24 years 11B/18Z",,FALSE,4,74,0,325,283,2019-07-03 06:18:36,FALSE,,,,"https://pbs.twimg.com/profile_banners/1146302200035123201/1562217571","","http://pbs.twimg.com/profile_images/1146912196166705152/hbMMS2XS_normal.jpg"
"x21396097","x1196815342091161600",2019-11-19 15:39:47,"mauiturtle","If you’re digging Daniel Goldman’s direct examination of witnesses in the impeachment hearings, just wait to you see what he does when he gets Trump’s tax returns and bank records. 🔥🔥🔥 https://t.co/cxJITXWJ0r","Twitter Web App",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x2341440244","blakesmustache","en","x1166345499626090496","Once House Dems get the DB/Mazars documents, they have a team in place to analyze them, namely Daniel Goldman (former SDNY deputy chief of organized-crime unit) and Daniel Noble (former SDNY co-chief of the complex frauds and cybercrime unit).",2019-08-27 13:43:31,"Twitter for iPhone",4380,1018,"x2341440244","blakesmustache","Uncle Blazer",35724,656,7533,,"Lawyer w/o inside info who follows the Trump investigations closely and applies deductive reasoning. No affiliation w/ Blake Anderson. FOLLOW THE MONEY!",FALSE,"x1196811094322491392","If you’re digging Daniel Goldman’s direct examination of witnesses in the impeachment hearings, just wait to you see what he does when he gets Trump’s tax returns and bank records. 🔥🔥🔥 https://t.co/cxJITXWJ0r",2019-11-19 15:22:55,"Twitter for iPhone",433,97,"x2341440244","blakesmustache","Uncle Blazer",35724,656,7533,,"Lawyer w/o inside info who follows the Trump investigations closely and applies deductive reasoning. No affiliation w/ Blake Anderson. FOLLOW THE MONEY!",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mauiturtle/status/1196815342091161600","Turtle",,"The Truth is Out There.   Member of #TheResistance   🌊🌊🌊",,FALSE,1802,3982,34,36676,25362,2009-02-20 13:31:43,FALSE,,,,"https://pbs.twimg.com/profile_banners/21396097/1482031904","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/638452534156259328/SbxZYdvC_normal.jpg"
"x35005762","x1196815342296870914",2019-11-19 15:39:48,"hypnocoach183","Devin Nunes is using the impeachment hearing as a platform to continue pushing the Biden-Burisma conspiracy theory, the same conspiracy theory that President Trump pushed Ukrainian President Zelensky to publicly substantiate in exchange for U.S. military aid.","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1051396218","EvanMcMullin","en",,,,,,,,,,,,,,,,"x1196814855153565699","Devin Nunes is using the impeachment hearing as a platform to continue pushing the Biden-Burisma conspiracy theory, the same conspiracy theory that President Trump pushed Ukrainian President Zelensky to publicly substantiate in exchange for U.S. military aid.",2019-11-19 15:37:51,"Twitter Web App",276,121,"x1051396218","EvanMcMullin","Evan McMullin",480292,7795,8475,"Salt Lake City","Executive Director @StandUpRepublic w/@mindyfinn. Former: CIA ops officer, GOP policy director, independent presidential candidate. Instagram: Evan.McMullin",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/hypnocoach183/status/1196815342296870914","Dave Hunter","Lynn, MA","Native of Lynn,MA now living in West Peabody,MA.Interests include writing,martial arts,NLP,hypnosis,and much,much more.","http://www.hypnothoughts.com/profile/DaveHunter",FALSE,2714,5000,108,318240,433203,2009-04-24 18:57:09,FALSE,,,,,"http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1413103541/070416_herald01_normal.jpg"
"x35005762","x1196815380594995201",2019-11-19 15:39:57,"hypnocoach183","Volker, who testifies today, sent this text to Zelensky aide 30 minutes before the July 25 call where Trump asks for a “favor.” This is a smoking gun so hot that it’s still on fire. https://t.co/Hkqk5SE419","Twitter for Android",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x548384458","JoyceWhiteVance","en","x1196808698779328513","Somewhere out there Stringer Bell is shaking his head and swearing https://t.co/U5PGGec7y7",2019-11-19 15:13:24,"Twitter Web Client",585,207,"x288277167","atrupar","Aaron Rupar",181404,999,65623,,"journalist @voxdotcom",TRUE,"x1196811636604112897","Volker, who testifies today, sent this text to Zelensky aide 30 minutes before the July 25 call where Trump asks for a “favor.” This is a smoking gun so hot that it’s still on fire. https://t.co/Hkqk5SE419",2019-11-19 15:25:04,"Twitter for iPad",1698,843,"x548384458","JoyceWhiteVance","Joyce Alene",411596,979,24043,"Alabama","U of Alabama Law Professor|@MSNBC Contributor|Obama US Atty in B'ham|25 year federal prosecutor|Wife & Mom of 4|Knitting a lot while watching the future",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/hypnocoach183/status/1196815380594995201","Dave Hunter","Lynn, MA","Native of Lynn,MA now living in West Peabody,MA.Interests include writing,martial arts,NLP,hypnosis,and much,much more.","http://www.hypnothoughts.com/profile/DaveHunter",FALSE,2714,5000,108,318240,433203,2009-04-24 18:57:09,FALSE,,,,,"http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1413103541/070416_herald01_normal.jpg"
"x821795510629629952","x1196815342510718976",2019-11-19 15:39:48,"DunlapCheri","Vindman just admitted to going behind the president's back, before Trump spoke with Zelensky, to instruct Zelensky on what policies he should pursue and what his posture should be toward the U.S.

He already admitted in previous testimony that he told Ukraine to ignore Trump.","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x36529101","seanmdav","en",,,,,,,,,,,,,,,,"x1196804366675693570","Vindman just admitted to going behind the president's back, before Trump spoke with Zelensky, to instruct Zelensky on what policies he should pursue and what his posture should be toward the U.S.

He already admitted in previous testimony that he told Ukraine to ignore Trump.",2019-11-19 14:56:11,"Twitter Web App",4003,2441,"x36529101","seanmdav","Sean Davis",225182,5545,5048,"Anytown, USA","Co-Founder of @FDRLST, chainsaw bayonet enthusiast, presidential campaign vet, former chief instigator for Sen. Tom Coburn, Wharton grad.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DunlapCheri/status/1196815342510718976","Cheri Dunlap",,,,FALSE,499,600,3,49929,37754,2017-01-18 19:04:52,FALSE,,,,,"","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x9855852","x1196815342372184064",2019-11-19 15:39:48,"clconway","Wasn't this a whole thing in 2001 and wasn't it bullshit then too?","Twitter for Android",,,,,TRUE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"en","x1196786685150978050","WH Press Sec Stephanie Grisham claims Obama aides left 'you will fail"" notes in offices for Trump aides: “We came into the WH, I’ll tell you something. Every office was filled with Obama books and we had notes left behind that said ‘you will fail,’ ‘you aren’t going to make it,’”",2019-11-19 13:45:55,"TweetDeck",1932,843,"x126722715","abbydphillip","Abby D. Phillip",216042,3194,19365,"Washington, DC","@CNN Political Correspondent, former @washingtonpost @abcnews @politico. Relapsing road warrior. Tips, kind notes: Abby.Phillip@cnn.com",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/clconway/status/1196815342372184064","sí, el, conway","San Francisco, CA","Extremely relateable content. Not a Nazi. He/him.","http://procrastiblog.com",FALSE,87,270,1,3594,9979,2007-11-01 15:52:10,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/340619785/2385075695_450570b4ab_s_normal.jpg"
"x56696496","x1196815342611423232",2019-11-19 15:39:48,"annemerry","House Intelligence Committee ranking member Devin Nunes repeated Russian talking points in his opening statement of Tuesday’s Trump impeachment hearing. #DevinNunesIsAnIdiot

 https://t.co/rvgut62BeL via @politicususa","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x63013144","PoliticusSarah","en",,,,,,,,,,,,,,,,"x1196807638308343813","House Intelligence Committee ranking member Devin Nunes repeated Russian talking points in his opening statement of Tuesday’s Trump impeachment hearing. #DevinNunesIsAnIdiot

 https://t.co/rvgut62BeL via @politicususa",2019-11-19 15:09:11,"Twitter Web Client",305,199,"x63013144","PoliticusSarah","Sarah Reese Jones",70517,5492,113010,"Pennsylvania, USA","Boss at 💯% people-powered @PoliticusUSA SAG/AFTRA “Scandalous trash"" ~ Rick Perry *Bookings@politicususa.com*",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/annemerry/status/1196815342611423232","Anne Carney",,,,FALSE,6,1515,0,22356,116889,2009-07-14 13:44:03,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1259752109/11-25-10_Me_normal.JPG"
"x966474538799321094","x1196815342829547525",2019-11-19 15:39:48,"Nursecindy9","This is not now news organizations handle bylines on press releases from politicians. But it apparently is at Breitbart.

A reminder, too, that Breitbart is a ""trusted news partner"" at Facebook.

https://t.co/CLYy85WlE4 https://t.co/rBnchz0YQ9","Twitter for iPad",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x102594136","oneunderscore__","en",,,,,,,,,,,,,,,,"x1196812831578038275","This is not now news organizations handle bylines on press releases from politicians. But it apparently is at Breitbart.

A reminder, too, that Breitbart is a ""trusted news partner"" at Facebook.

https://t.co/CLYy85WlE4 https://t.co/rBnchz0YQ9",2019-11-19 15:29:49,"Twitter Web App",86,47,"x102594136","oneunderscore__","Ben Collins",77650,5367,32093,"New York, NY","Reporter, dystopia beat, @NBCNews.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Nursecindy9/status/1196815342829547525","Nursecindy","United States","#Resist. Retired RN and happy Nana, proud resister. Enjoy skiing and witty comments.",,FALSE,396,1202,0,50162,46319,2018-02-22 00:47:41,FALSE,,,,,"","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1176528703632883712","x1196815342825332737",2019-11-19 15:39:48,"Dcm58775436","Why stop there? Planned Parenthood and the Clinton Foundation could use audits. Al Sharpton's 'nonprofit' deserves the same scrutiny as Trump's https://t.co/DFMLaWuTKs via @nypost","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x526824449","sniffydogs","en",,,,,,,,,,,,,,,,"x1196810536400363520","Why stop there? Planned Parenthood and the Clinton Foundation could use audits. Al Sharpton's 'nonprofit' deserves the same scrutiny as Trump's https://t.co/DFMLaWuTKs via @nypost",2019-11-19 15:20:42,"Twitter Web Client",14,10,"x526824449","sniffydogs","Beri",64933,65547,22732,"Near Lake Michigan","❤️🇺🇸🚂🚃🚃🚃🇺🇸❤️ #SniffyDogsBloodhoundRescue🐕#DREG #MOM  🇺🇸#MAGA 🇺🇸#NRA 🇺🇸 #KAG #ProLife #DEPLORABLE #1A #2A #TrumpTrain🚂#TCOT🇺🇸#CCOT🇺🇸#Trump2020🇺🇸#BUILDTHEWALL🇺🇸",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Dcm58775436/status/1196815342825332737","All in for President Trump since 2016, on to 2020!","Belly o' the beast","Just a RED, WHITE, and BLUE native NY girl, happy to be living in this American renaissance! #KAG #Trump2020 God bless our amazing President!",,FALSE,103,277,0,4747,2277,2019-09-24 16:08:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/1176528703632883712/1569342970","","http://pbs.twimg.com/profile_images/1176529374121791489/tphmg1qF_normal.jpg"
